"","Country","Country.Code","year","Region","IncomeGroup","population","rural.population","hiv.cases","san.access","motor.vehicles","gas.price","co2.emission","mobile.users","internet.users"
"1637","Bhutan","BTN",2006,"South Asia","Lower middle income",665568,454379,666,NA,24427,NA,392.369,82078,30072
"1638","Bhutan","BTN",2007,"South Asia","Lower middle income",679365,458597,1359,NA,27119,NA,392.369,149439,40218
"1639","Bhutan","BTN",2008,"South Asia","Lower middle income",692159,461934,1384,NA,31661,0.91,421.705,253429,45336
"1640","Bhutan","BTN",2009,"South Asia","Lower middle income",704542,464805,1409,NA,36266,NA,388.702,338938,50516
"1641","Bhutan","BTN",2010,"South Asia","Lower middle income",716939,467494,1434,321949,43214,1.08,476.71,394316,97504
"1642","Bhutan","BTN",2011,"South Asia","Lower middle income",729429,469994,1459,NA,50797,NA,NA,484189,153180
"1643","Bhutan","BTN",2012,"South Asia","Lower middle income",741822,472239,1484,348129,NA,1.19,NA,560890,188678
"1644","Botswana","BWA",1960,"Sub-Saharan Africa","Upper middle income",524173,508133,NA,NA,NA,NA,NA,0,0
"1645","Botswana","BWA",1961,"Sub-Saharan Africa","Upper middle income",536728,519468,NA,NA,NA,NA,NA,NA,NA
"1646","Botswana","BWA",1962,"Sub-Saharan Africa","Upper middle income",550152,531603,NA,NA,NA,NA,NA,NA,NA
"1647","Botswana","BWA",1963,"Sub-Saharan Africa","Upper middle income",564484,544572,NA,NA,NA,NA,NA,NA,NA
"1648","Botswana","BWA",1964,"Sub-Saharan Africa","Upper middle income",579729,558376,NA,NA,NA,NA,NA,NA,NA
"1649","Botswana","BWA",1965,"Sub-Saharan Africa","Upper middle income",595904,573027,NA,NA,NA,NA,NA,0,0
"1650","Botswana","BWA",1966,"Sub-Saharan Africa","Upper middle income",613097,584662,NA,NA,NA,NA,NA,NA,NA
"1651","Botswana","BWA",1967,"Sub-Saharan Africa","Upper middle income",631398,597069,NA,NA,NA,NA,NA,NA,NA
"1652","Botswana","BWA",1968,"Sub-Saharan Africa","Upper middle income",650835,610249,NA,NA,NA,NA,NA,NA,NA
"1653","Botswana","BWA",1969,"Sub-Saharan Africa","Upper middle income",671416,624182,NA,NA,NA,NA,NA,NA,NA
"1654","Botswana","BWA",1970,"Sub-Saharan Africa","Upper middle income",693176,638873,NA,NA,NA,NA,NA,0,0
"1655","Botswana","BWA",1971,"Sub-Saharan Africa","Upper middle income",716052,654156,NA,NA,NA,NA,NA,NA,NA
"1656","Botswana","BWA",1972,"Sub-Saharan Africa","Upper middle income",740118,670147,NA,NA,NA,NA,22.002,NA,NA
"1657","Botswana","BWA",1973,"Sub-Saharan Africa","Upper middle income",765685,687095,NA,NA,NA,NA,51.338,NA,NA
"1658","Botswana","BWA",1974,"Sub-Saharan Africa","Upper middle income",793164,705329,NA,NA,NA,NA,88.008,NA,NA
"1659","Botswana","BWA",1975,"Sub-Saharan Africa","Upper middle income",822806,725024,NA,NA,NA,NA,187.017,0,0
"1660","Botswana","BWA",1976,"Sub-Saharan Africa","Upper middle income",854746,745313,NA,NA,NA,NA,594.054,0,0
"1661","Botswana","BWA",1977,"Sub-Saharan Africa","Upper middle income",888776,766818,NA,NA,NA,NA,781.071,0,0
"1662","Botswana","BWA",1978,"Sub-Saharan Africa","Upper middle income",924373,789036,NA,NA,NA,NA,832.409,0,0
"1663","Botswana","BWA",1979,"Sub-Saharan Africa","Upper middle income",960807,811305,NA,NA,NA,NA,942.419,0,0
"1664","Botswana","BWA",1980,"Sub-Saharan Africa","Upper middle income",997534,833150,NA,NA,NA,NA,986.423,0,0
"1665","Botswana","BWA",1981,"Sub-Saharan Africa","Upper middle income",1034324,842684,NA,NA,NA,NA,1008.425,0,0
"1666","Botswana","BWA",1982,"Sub-Saharan Africa","Upper middle income",1071254,850822,NA,NA,NA,NA,1100.1,0,0
"1667","Botswana","BWA",1983,"Sub-Saharan Africa","Upper middle income",1108461,857661,NA,NA,NA,NA,1030.427,0,0
"1668","Botswana","BWA",1984,"Sub-Saharan Africa","Upper middle income",1146205,863379,NA,NA,NA,NA,1045.095,0,0
"1669","Botswana","BWA",1985,"Sub-Saharan Africa","Upper middle income",1184657,868069,NA,NA,NA,NA,1158.772,0,0
"1670","Botswana","BWA",1986,"Sub-Saharan Africa","Upper middle income",1223738,859483,NA,NA,NA,NA,1323.787,0,0
"1671","Botswana","BWA",1987,"Sub-Saharan Africa","Upper middle income",1263269,848821,NA,NA,NA,NA,1536.473,0,0
"1672","Botswana","BWA",1988,"Sub-Saharan Africa","Upper middle income",1303192,836005,NA,NA,NA,NA,1617.147,0,0
"1673","Botswana","BWA",1989,"Sub-Saharan Africa","Upper middle income",1343440,820960,NA,NA,NA,NA,1774.828,0,0
"1674","Botswana","BWA",1990,"Sub-Saharan Africa","Upper middle income",1383912,803596,59508,533719,NA,NA,2178.198,0,0
"1675","Botswana","BWA",1991,"Sub-Saharan Africa","Upper middle income",1424513,807092,92593,NA,NA,0.68,2148.862,0,0
"1676","Botswana","BWA",1992,"Sub-Saharan Africa","Upper middle income",1465072,809420,137717,NA,NA,0.41,3296.633,0,NA
"1677","Botswana","BWA",1993,"Sub-Saharan Africa","Upper middle income",1505303,810428,192679,NA,NA,NA,3509.319,0,NA
"1678","Botswana","BWA",1994,"Sub-Saharan Africa","Upper middle income",1544865,809951,253358,NA,NA,NA,3509.319,0,NA
"1679","Botswana","BWA",1995,"Sub-Saharan Africa","Upper middle income",1583453,807862,315107,726056,NA,0.38,3523.987,0,1022
"1680","Botswana","BWA",1996,"Sub-Saharan Africa","Upper middle income",1620989,813273,369585,NA,NA,NA,3138.952,0,2552
"1681","Botswana","BWA",1997,"Sub-Saharan Africa","Upper middle income",1657349,817468,417652,NA,NA,NA,3212.292,0,5100
"1682","Botswana","BWA",1998,"Sub-Saharan Africa","Upper middle income",1692148,820289,453496,NA,NA,0.31,3832.015,15190,10194
"1683","Botswana","BWA",1999,"Sub-Saharan Africa","Upper middle income",1724924,821557,479529,NA,NA,NA,3545.989,92000,19360
"1684","Botswana","BWA",2000,"Sub-Saharan Africa","Upper middle income",1755375,821182,495016,912466,115514,0.42,4275.722,222190,50953
"1685","Botswana","BWA",2001,"Sub-Saharan Africa","Upper middle income",1783349,819641,501121,NA,NA,NA,4334.394,332264,61185
"1686","Botswana","BWA",2002,"Sub-Saharan Africa","Upper middle income",1808976,816583,499277,NA,150735,0.41,4484.741,332264,61251
"1687","Botswana","BWA",2003,"Sub-Saharan Africa","Upper middle income",1832602,812217,492970,NA,160809,NA,4264.721,444978,61304
"1688","Botswana","BWA",2004,"Sub-Saharan Africa","Upper middle income",1854739,806815,485942,NA,175582,0.66,4378.398,522840,61297
"1689","Botswana","BWA",2005,"Sub-Saharan Africa","Upper middle income",1875805,800594,482082,1087909,185616,NA,4613.086,563782,61199
"1690","Botswana","BWA",2006,"Sub-Saharan Africa","Upper middle income",1895944,795322,477778,NA,195851,0.78,4646.089,823070,81335
"1691","Botswana","BWA",2007,"Sub-Saharan Africa","Upper middle income",1915187,789386,474966,NA,212147,NA,4701.094,1151761,101122
"1692","Botswana","BWA",2008,"Sub-Saharan Africa","Upper middle income",1933719,782882,473761,NA,236335,0.88,4979.786,1485791,120857
"1693","Botswana","BWA",2009,"Sub-Saharan Africa","Upper middle income",1951715,775893,470363,NA,256098,NA,4396.733,1874101,120030
"1694","Botswana","BWA",2010,"Sub-Saharan Africa","Upper middle income",1969341,768496,466734,1256282,313674,0.93,5232.809,2363411,118160
"1695","Botswana","BWA",2011,"Sub-Saharan Africa","Upper middle income",1986701,762599,464888,NA,333359,NA,NA,2900263,158936
"1696","Botswana","BWA",2012,"Sub-Saharan Africa","Upper middle income",2003910,756424,460899,1287948,NA,1.23,NA,3081726,230450
"1697","Sub-Saharan Africa (IFC classification)","CAA",1960,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","Sub-Saharan Africa (IFC classification)","CAA",1961,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699","Sub-Saharan Africa (IFC classification)","CAA",1962,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","Sub-Saharan Africa (IFC classification)","CAA",1963,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","Sub-Saharan Africa (IFC classification)","CAA",1964,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","Sub-Saharan Africa (IFC classification)","CAA",1965,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703","Sub-Saharan Africa (IFC classification)","CAA",1966,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704","Sub-Saharan Africa (IFC classification)","CAA",1967,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","Sub-Saharan Africa (IFC classification)","CAA",1968,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","Sub-Saharan Africa (IFC classification)","CAA",1969,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707","Sub-Saharan Africa (IFC classification)","CAA",1970,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","Sub-Saharan Africa (IFC classification)","CAA",1971,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","Sub-Saharan Africa (IFC classification)","CAA",1972,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","Sub-Saharan Africa (IFC classification)","CAA",1973,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","Sub-Saharan Africa (IFC classification)","CAA",1974,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712","Sub-Saharan Africa (IFC classification)","CAA",1975,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","Sub-Saharan Africa (IFC classification)","CAA",1976,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714","Sub-Saharan Africa (IFC classification)","CAA",1977,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","Sub-Saharan Africa (IFC classification)","CAA",1978,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716","Sub-Saharan Africa (IFC classification)","CAA",1979,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","Sub-Saharan Africa (IFC classification)","CAA",1980,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718","Sub-Saharan Africa (IFC classification)","CAA",1981,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","Sub-Saharan Africa (IFC classification)","CAA",1982,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720","Sub-Saharan Africa (IFC classification)","CAA",1983,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","Sub-Saharan Africa (IFC classification)","CAA",1984,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","Sub-Saharan Africa (IFC classification)","CAA",1985,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","Sub-Saharan Africa (IFC classification)","CAA",1986,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724","Sub-Saharan Africa (IFC classification)","CAA",1987,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","Sub-Saharan Africa (IFC classification)","CAA",1988,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","Sub-Saharan Africa (IFC classification)","CAA",1989,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","Sub-Saharan Africa (IFC classification)","CAA",1990,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728","Sub-Saharan Africa (IFC classification)","CAA",1991,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729","Sub-Saharan Africa (IFC classification)","CAA",1992,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730","Sub-Saharan Africa (IFC classification)","CAA",1993,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731","Sub-Saharan Africa (IFC classification)","CAA",1994,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732","Sub-Saharan Africa (IFC classification)","CAA",1995,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733","Sub-Saharan Africa (IFC classification)","CAA",1996,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734","Sub-Saharan Africa (IFC classification)","CAA",1997,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735","Sub-Saharan Africa (IFC classification)","CAA",1998,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736","Sub-Saharan Africa (IFC classification)","CAA",1999,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737","Sub-Saharan Africa (IFC classification)","CAA",2000,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738","Sub-Saharan Africa (IFC classification)","CAA",2001,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739","Sub-Saharan Africa (IFC classification)","CAA",2002,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740","Sub-Saharan Africa (IFC classification)","CAA",2003,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741","Sub-Saharan Africa (IFC classification)","CAA",2004,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742","Sub-Saharan Africa (IFC classification)","CAA",2005,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743","Sub-Saharan Africa (IFC classification)","CAA",2006,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744","Sub-Saharan Africa (IFC classification)","CAA",2007,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745","Sub-Saharan Africa (IFC classification)","CAA",2008,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746","Sub-Saharan Africa (IFC classification)","CAA",2009,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747","Sub-Saharan Africa (IFC classification)","CAA",2010,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748","Sub-Saharan Africa (IFC classification)","CAA",2011,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749","Sub-Saharan Africa (IFC classification)","CAA",2012,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750","Central African Republic","CAF",1960,"Sub-Saharan Africa","Low income",1503501,1201297,NA,NA,NA,NA,88.008,0,NA
"1751","Central African Republic","CAF",1961,"Sub-Saharan Africa","Low income",1529229,1211397,NA,NA,NA,NA,88.008,NA,NA
"1752","Central African Republic","CAF",1962,"Sub-Saharan Africa","Low income",1556656,1222479,NA,NA,NA,NA,73.34,NA,NA
"1753","Central African Republic","CAF",1963,"Sub-Saharan Africa","Low income",1585765,1234496,NA,NA,NA,NA,73.34,NA,NA
"1754","Central African Republic","CAF",1964,"Sub-Saharan Africa","Low income",1616515,1247381,NA,NA,NA,NA,73.34,NA,NA
"1755","Central African Republic","CAF",1965,"Sub-Saharan Africa","Low income",1648830,1261042,NA,NA,NA,NA,88.008,0,NA
"1756","Central African Republic","CAF",1966,"Sub-Saharan Africa","Low income",1682874,1274259,NA,NA,NA,NA,84.341,NA,NA
"1757","Central African Republic","CAF",1967,"Sub-Saharan Africa","Low income",1718558,1288186,NA,NA,NA,NA,91.675,NA,NA
"1758","Central African Republic","CAF",1968,"Sub-Saharan Africa","Low income",1755260,1302326,NA,NA,NA,NA,183.35,NA,NA
"1759","Central African Republic","CAF",1969,"Sub-Saharan Africa","Low income",1792150,1316044,NA,NA,NA,NA,187.017,NA,NA
"1760","Central African Republic","CAF",1970,"Sub-Saharan Africa","Low income",1828710,1328960,NA,NA,NA,NA,209.019,0,NA
"1761","Central African Republic","CAF",1971,"Sub-Saharan Africa","Low income",1864745,1337887,NA,NA,NA,NA,183.35,NA,NA
"1762","Central African Republic","CAF",1972,"Sub-Saharan Africa","Low income",1900665,1346066,NA,NA,NA,NA,168.682,NA,NA
"1763","Central African Republic","CAF",1973,"Sub-Saharan Africa","Low income",1937323,1354096,NA,NA,NA,NA,161.348,NA,NA
"1764","Central African Republic","CAF",1974,"Sub-Saharan Africa","Low income",1975917,1362782,NA,NA,NA,NA,113.677,NA,NA
"1765","Central African Republic","CAF",1975,"Sub-Saharan Africa","Low income",2017379,1372705,NA,NA,NA,NA,102.676,0,NA
"1766","Central African Republic","CAF",1976,"Sub-Saharan Africa","Low income",2061620,1394900,NA,NA,NA,NA,128.345,0,NA
"1767","Central African Republic","CAF",1977,"Sub-Saharan Africa","Low income",2108539,1418558,NA,NA,NA,NA,128.345,0,NA
"1768","Central African Republic","CAF",1978,"Sub-Saharan Africa","Low income",2158987,1444215,NA,NA,NA,NA,146.68,0,NA
"1769","Central African Republic","CAF",1979,"Sub-Saharan Africa","Low income",2213997,1472521,NA,NA,NA,NA,102.676,0,NA
"1770","Central African Republic","CAF",1980,"Sub-Saharan Africa","Low income",2274089,1503764,NA,NA,NA,NA,106.343,0,NA
"1771","Central African Republic","CAF",1981,"Sub-Saharan Africa","Low income",2340047,1539620,NA,NA,NA,NA,135.679,0,NA
"1772","Central African Republic","CAF",1982,"Sub-Saharan Africa","Low income",2411118,1578385,NA,NA,NA,NA,143.013,0,NA
"1773","Central African Republic","CAF",1983,"Sub-Saharan Africa","Low income",2484402,1618121,NA,NA,NA,NA,146.68,0,NA
"1774","Central African Republic","CAF",1984,"Sub-Saharan Africa","Low income",2555936,1656236,NA,NA,NA,NA,150.347,0,NA
"1775","Central African Republic","CAF",1985,"Sub-Saharan Africa","Low income",2622989,1690989,NA,NA,NA,NA,161.348,0,NA
"1776","Central African Republic","CAF",1986,"Sub-Saharan Africa","Low income",2684214,1723518,NA,NA,NA,NA,161.348,0,NA
"1777","Central African Republic","CAF",1987,"Sub-Saharan Africa","Low income",2740708,1752705,NA,NA,NA,NA,260.357,0,NA
"1778","Central African Republic","CAF",1988,"Sub-Saharan Africa","Low income",2795175,1780308,NA,NA,NA,NA,231.021,0,NA
"1779","Central African Republic","CAF",1989,"Sub-Saharan Africa","Low income",2851604,1808875,NA,NA,NA,NA,249.356,0,NA
"1780","Central African Republic","CAF",1990,"Sub-Saharan Africa","Low income",2912824,1840177,NA,426321,NA,NA,198.018,0,0
"1781","Central African Republic","CAF",1991,"Sub-Saharan Africa","Low income",2979588,1879935,NA,NA,NA,1.33,205.352,0,NA
"1782","Central African Republic","CAF",1992,"Sub-Saharan Africa","Low income",3050789,1922381,NA,NA,NA,1.28,216.353,0,NA
"1783","Central African Republic","CAF",1993,"Sub-Saharan Africa","Low income",3125144,1966697,NA,NA,NA,NA,223.687,0,NA
"1784","Central African Republic","CAF",1994,"Sub-Saharan Africa","Low income",3200633,2011604,NA,NA,NA,NA,234.688,0,NA
"1785","Central African Republic","CAF",1995,"Sub-Saharan Africa","Low income",3275695,2056121,NA,510512,NA,0.82,234.688,44,NA
"1786","Central African Republic","CAF",1996,"Sub-Saharan Africa","Low income",3350299,2100215,NA,NA,NA,NA,234.688,1071,196
"1787","Central African Republic","CAF",1997,"Sub-Saharan Africa","Low income",3424733,2144081,NA,NA,NA,NA,245.689,1370,489
"1788","Central African Republic","CAF",1998,"Sub-Saharan Africa","Low income",3498140,2187184,NA,NA,NA,0.81,249.356,1633,975
"1789","Central African Republic","CAF",1999,"Sub-Saharan Africa","Low income",3569523,2228903,NA,NA,NA,NA,264.024,4162,1460
"1790","Central African Republic","CAF",2000,"Sub-Saharan Africa","Low income",3638316,2268890,NA,625422,NA,NA,267.691,4967,1943
"1791","Central African Republic","CAF",2001,"Sub-Saharan Africa","Low income",3704045,2306709,NA,NA,NA,NA,245.689,11000,2909
"1792","Central African Republic","CAF",2002,"Sub-Saharan Africa","Low income",3767248,2342844,NA,NA,NA,1,245.689,12600,4842
"1793","Central African Republic","CAF",2003,"Sub-Saharan Africa","Low income",3829636,2378365,NA,NA,NA,NA,234.688,40000,5804
"1794","Central African Republic","CAF",2004,"Sub-Saharan Africa","Low income",3893595,2414753,NA,NA,NA,1.29,212.686,60000,8698
"1795","Central African Republic","CAF",2005,"Sub-Saharan Africa","Low income",3960897,2453102,NA,746929,NA,NA,212.686,1e+05,10623
"1796","Central African Republic","CAF",2006,"Sub-Saharan Africa","Low income",4032102,2490896,NA,NA,NA,1.37,227.354,110000,12546
"1797","Central African Republic","CAF",2007,"Sub-Saharan Africa","Low income",4106897,2530678,NA,NA,1267,NA,234.688,340000,15434
"1798","Central African Republic","CAF",2008,"Sub-Saharan Africa","Low income",4185106,2572325,NA,NA,NA,1.44,234.688,570000,41851
"1799","Central African Republic","CAF",2009,"Sub-Saharan Africa","Low income",4266247,2615525,NA,NA,NA,NA,234.688,863641,76792
"1800","Central African Republic","CAF",2010,"Sub-Saharan Africa","Low income",4349921,2660020,NA,900619,NA,1.71,264.024,979232,86998
"1801","Central African Republic","CAF",2011,"Sub-Saharan Africa","Low income",4436217,2701630,NA,NA,NA,NA,NA,992444,97597
"1802","Central African Republic","CAF",2012,"Sub-Saharan Africa","Low income",4525209,2744440,NA,973907,NA,1.71,NA,1143114,135756
"1803","Canada","CAN",1960,"North America","High income",17909009,5540868,NA,NA,NA,NA,192895.201,0,NA
"1804","Canada","CAN",1961,"North America","High income",18271000,5512872,NA,NA,NA,NA,194182.318,NA,NA
"1805","Canada","CAN",1962,"North America","High income",18614000,5473745,NA,NA,NA,NA,207185.5,NA,NA
"1806","Canada","CAN",1963,"North America","High income",18964000,5431365,NA,NA,NA,NA,211109.19,NA,NA
"1807","Canada","CAN",1964,"North America","High income",19325000,5386689,NA,NA,NA,NA,237801.283,NA,NA
"1808","Canada","CAN",1965,"North America","High income",19678000,5334312,NA,NA,NA,NA,252153.921,0,NA
"1809","Canada","CAN",1966,"North America","High income",20048000,5323867,NA,NA,NA,NA,259319.239,NA,NA
"1810","Canada","CAN",1967,"North America","High income",20412000,5307773,NA,NA,NA,NA,281896.958,NA,NA
"1811","Canada","CAN",1968,"North America","High income",20744000,5279514,NA,NA,NA,NA,303539.592,NA,NA
"1812","Canada","CAN",1969,"North America","High income",21028000,5235636,NA,NA,NA,NA,307400.943,NA,NA
"1813","Canada","CAN",1970,"North America","High income",21324000,5191541,NA,NA,NA,NA,341485.708,0,NA
"1814","Canada","CAN",1971,"North America","High income",21645535,5271683,NA,NA,NA,NA,352607.719,NA,NA
"1815","Canada","CAN",1972,"North America","High income",21993631,5358352,NA,NA,NA,NA,381136.979,NA,NA
"1816","Canada","CAN",1973,"North America","High income",22369408,5451827,NA,NA,NA,NA,381621.023,NA,NA
"1817","Canada","CAN",1974,"North America","High income",22774087,5552414,NA,NA,NA,NA,389970.782,NA,NA
"1818","Canada","CAN",1975,"North America","High income",23209000,5660443,NA,NA,NA,NA,397143.434,0,NA
"1819","Canada","CAN",1976,"North America","High income",23518000,5733359,NA,NA,NA,NA,399317.965,0,NA
"1820","Canada","CAN",1977,"North America","High income",23796000,5798657,NA,NA,NA,NA,398173.861,0,NA
"1821","Canada","CAN",1978,"North America","High income",24036000,5854641,NA,NA,NA,NA,405826.89,0,NA
"1822","Canada","CAN",1979,"North America","High income",24277000,5910818,NA,NA,NA,NA,427671.209,0,NA
"1823","Canada","CAN",1980,"North America","High income",24593000,5985198,NA,NA,NA,NA,428547.622,0,NA
"1824","Canada","CAN",1981,"North America","High income",24900000,6025501,NA,NA,NA,NA,416101.824,0,NA
"1825","Canada","CAN",1982,"North America","High income",25202000,6063752,NA,NA,NA,NA,400286.053,0,NA
"1826","Canada","CAN",1983,"North America","High income",25456000,6089686,NA,NA,NA,NA,397165.436,0,NA
"1827","Canada","CAN",1984,"North America","High income",25702000,6113015,NA,NA,NA,NA,406714.304,0,NA
"1828","Canada","CAN",1985,"North America","High income",25942000,6134245,NA,NA,NA,NA,401855.529,12046,NA
"1829","Canada","CAN",1986,"North America","High income",26204000,6184249,NA,NA,NA,NA,387220.532,60063,NA
"1830","Canada","CAN",1987,"North America","High income",26550000,6253799,NA,NA,NA,NA,411752.762,98411,NA
"1831","Canada","CAN",1988,"North America","High income",26895000,6322799,NA,NA,NA,NA,434341.482,202487,NA
"1832","Canada","CAN",1989,"North America","High income",27379000,6424099,NA,NA,NA,NA,440370.03,346280,NA
"1833","Canada","CAN",1990,"North America","High income",27791000,6508096,NA,27725919,NA,NA,450076.579,586578,100325
"1834","Canada","CAN",1991,"North America","High income",28171682,6535661,NA,NA,NA,NA,449053.486,780324,160687
"1835","Canada","CAN",1992,"North America","High income",28519597,6554032,NA,NA,NA,0.47,467648.843,1032781,261234
"1836","Canada","CAN",1993,"North America","High income",28833410,6563118,NA,NA,NA,NA,477920.11,1340284,341548
"1837","Canada","CAN",1994,"North America","High income",29111906,6562872,NA,NA,NA,NA,454491.647,1873545,692483
"1838","Canada","CAN",1995,"North America","High income",29354000,6553280,NA,29288467,NA,0.45,459790.462,2595005,1222161
"1839","Canada","CAN",1996,"North America","High income",29671900,6517255,NA,NA,NA,NA,467883.531,3507891,2005892
"1840","Canada","CAN",1997,"North America","High income",29987200,6478375,NA,NA,NA,NA,483233.593,4211953,4519778
"1841","Canada","CAN",1998,"North America","High income",30247900,6425622,NA,NA,NA,0.41,517219.349,5365038,7530941
"1842","Canada","CAN",1999,"North America","High income",30499200,6369026,NA,NA,NA,NA,515415.185,6930019,11036575
"1843","Canada","CAN",2000,"North America","High income",30769700,6314558,NA,30706554,17570954,0.58,534483.585,8747547,15784856
"1844","Canada","CAN",2001,"North America","High income",31081900,6338594,NA,NA,17783343,NA,525690.119,10681686,18711304
"1845","Canada","CAN",2002,"North America","High income",31362000,6355321,NA,NA,18267324,0.51,519162.859,11901697,19316891
"1846","Canada","CAN",2003,"North America","High income",31676000,6378153,NA,NA,18423745,NA,553185.285,13326495,20335992
"1847","Canada","CAN",2004,"North America","High income",31995000,6401176,NA,NA,NA,0.68,552349.209,15058084,21102611
"1848","Canada","CAN",2005,"North America","High income",32312000,6422979,NA,32247770,NA,NA,563071.517,17047680,23154779
"1849","Canada","CAN",2006,"North America","High income",32570505,6446224,NA,NA,19140389,0.84,550233.35,18725827,23581046
"1850","Canada","CAN",2007,"North America","High income",32887928,6480632,NA,NA,19668421,NA,560801.644,20217231,24073963
"1851","Canada","CAN",2008,"North America","High income",33245773,6522422,NA,NA,20100861,0.76,544974.872,22010323,25499508
"1852","Canada","CAN",2009,"North America","High income",33628571,6568467,NA,NA,20430080,NA,513937.384,23724387,27003743
"1853","Canada","CAN",2010,"North America","High income",34005274,6612666,NA,33939147,NA,1.21,499137.372,25733858,27306235
"1854","Canada","CAN",2011,"North America","High income",34342780,6641275,NA,NA,NA,NA,NA,27272343,28504507
"1855","Canada","CAN",2012,"North America","High income",34754312,6683393,NA,34687434,NA,1.32,NA,27820988,30154879
"1856","East Asia and the Pacific (IFC classification)","CEA",1960,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857","East Asia and the Pacific (IFC classification)","CEA",1961,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858","East Asia and the Pacific (IFC classification)","CEA",1962,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859","East Asia and the Pacific (IFC classification)","CEA",1963,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860","East Asia and the Pacific (IFC classification)","CEA",1964,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861","East Asia and the Pacific (IFC classification)","CEA",1965,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862","East Asia and the Pacific (IFC classification)","CEA",1966,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863","East Asia and the Pacific (IFC classification)","CEA",1967,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864","East Asia and the Pacific (IFC classification)","CEA",1968,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865","East Asia and the Pacific (IFC classification)","CEA",1969,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
