"","ID","gender","age","classification","name_letters","happy","concerts","hair_color","own_shoes","greek","live_campus","roomates","austin","birth_month","commute","car","sport"
"276",276,"Female",19,"Sophomore",6,91,0,"brown",15,"no","no",4,10,5,"walk","no","no"
"277",277,"Female",20,"Sophomore",8,99,10,"brown",20,"no","no",3,10,5,"walk","no","yes"
"278",278,"Female",19,"Freshman",7,90,9,"brown",30,"no","yes",1,10,9,"walk","no","no"
"279",279,"Female",19,"Sophomore",7,90,2,"blond",27,"no","no",2,9,11,"walk","no","no"
"280",280,"Female",19,"Sophomore",4,65,0,"blond",7,"no","yes",1,9,4,"walk","yes","no"
"281",281,"Female",18,"Freshman",5,90,4,"blond",26,"no","yes",1,9,12,"walk","yes","no"
"282",282,"Female",20,"Junior",7,80,3,"brown",25,"yes","no",1,10,11,"walk","yes","no"
"283",283,"Female",21,"Junior",3,70,4,"black",40,"no","no",3,8,10,"bus","yes","no"
"284",284,"Female",19,"Sophomore",5,80,1,"brown",10,"yes","no",1,8,7,"walk","no","yes"
"285",285,"Female",18,"Freshman",4,80,1,"brown",15,"yes","no",3,10,3,"walk","yes","yes"
"286",286,"Female",18,"Freshman",5,80,3,"brown",30,"no","yes",3,9,4,"walk","no","yes"
"287",287,"Female",19,"Sophomore",4,95,5,"blond",10,"yes","no",4,9,7,"walk","yes","no"
"288",288,"Female",18,"Freshman",4,80,0,"black",2,"no","no",0,8,2,"drive by myself","yes","no"
"289",289,"Female",19,"Sophomore",7,78,0,"black",12,"no","no",3,5,5,"bus","no","no"
"290",290,"Female",18,"Freshman",6,60,0,"black",20,"no","yes",1,7,2,"walk","no","no"
"291",291,"Female",26,"Sophomore",9,75,0,"black",30,"no","no",0,7,10,"drive by myself","yes","no"
"292",292,"Female",19,"Sophomore",6,70,0,"black",12,"yes","no",0,6,5,"other","no","no"
"293",293,"Female",18,"Freshman",7,95,5,"brown",40,"no","yes",1,6,5,"walk","yes","yes"
"294",294,"Female",18,"Freshman",6,80,15,"blond",30,"yes","no",3,9,7,"walk","no","no"
"295",295,"Female",19,"Sophomore",6,80,5,"blond",30,"yes","no",0,10,3,"drive by myself","yes","no"
"296",296,"Female",18,"Freshman",7,90,0,"blond",26,"no","yes",1,9,3,"walk","no","no"
"297",297,"Female",19,"Sophomore",4,90,3,"black",22,"no","no",2,8,3,"drive by myself","yes","no"
"298",298,"Female",19,"Sophomore",6,95,0,"brown",12,"no","no",0,7,2,"walk","no","no"
"299",299,"Female",19,"Freshman",3,50,15,"blond",20,"no","no",3,7,10,"walk","yes","no"
"300",300,"Female",19,"Sophomore",6,40,0,"brown",25,"no","yes",1,8,6,"walk","no","no"
"301",301,"Female",18,"Freshman",6,85,2,"brown",25,"yes","no",3,9,8,"walk","no","no"
"302",302,"Female",19,"Sophomore",7,85,2,"brown",30,"no","no",1,9,4,"walk","yes","no"
"303",303,"Female",18,"Freshman",5,90,1,"brown",15,"yes","yes",1,8,11,"walk","no","no"
"304",304,"Female",19,"Sophomore",4,80,2,"black",20,"no","no",0,9,2,"drive by myself","yes","yes"
"305",305,"Female",19,"Sophomore",5,90,1,"brown",10,"no","no",2,8,6,"walk","no","no"
"306",306,"Male",20,"Junior",5,70,0,"black",7,"yes","no",3,8,11,"walk","yes","yes"
"307",307,"Female",18,"Freshman",5,95,0,"blond",20,"no","no",3,9,12,"walk","no","yes"
"308",308,"Female",19,"Sophomore",8,85,10,"brown",30,"no","no",1,10,1,"bus","yes","no"
"309",309,"Female",19,"Junior",3,85,1,"brown",12,"no","no",3,8,3,"walk","yes","no"
"310",310,"Female",19,"Sophomore",5,60,0,"black",2,"no","yes",1,10,3,"walk","no","no"
"311",311,"Female",19,"Freshman",6,90,0,"brown",20,"yes","no",3,8,9,"walk","yes","no"
"312",312,"Female",19,"Sophomore",7,90,5,"brown",6,"no","no",1,4,7,"drive by myself","yes","yes"
"313",313,"Female",19,"Sophomore",7,95,3,"brown",100,"no","no",1,10,9,"bus","yes","no"
"314",314,"Female",20,"Sophomore",6,80,0,"brown",10,"no","yes",2,8,4,"walk","no","yes"
"315",315,"Female",19,"Sophomore",6,95,4,"blond",20,"no","no",2,9,6,"walk","no","no"
"316",316,"Male",19,"Freshman",7,90,0,"black",6,"no","yes",1,8,9,"walk","no","no"
"317",317,"Female",18,"Freshman",5,88,10,"blond",20,"yes","yes",1,10,8,"walk","yes","yes"
"318",318,"Female",20,"Sophomore",8,95,0,"brown",30,"no","yes",1,10,9,"drive by myself","yes","yes"
"319",319,"Female",18,"Freshman",6,80,0,"brown",20,"no","yes",1,8,12,"walk","no","no"
"320",320,"Female",34,"Freshman",3,80,0,"black",4,"no","no",3,5,8,"drive by myself","yes","no"
"321",321,"Male",19,"Sophomore",6,85,1,"black",8,"no","no",0,8,12,"drive by myself","yes","no"
"322",322,"Female",18,"Freshman",5,85,2,"brown",20,"yes","no",1,10,7,"walk","yes","no"
"323",323,"Female",24,"Other",6,40,0,"black",35,"no","no",1,8,2,"drive by myself","yes","no"
"324",324,"Male",24,"Junior",5,30,0,"red",5,"no","no",2,7,10,"bus","yes","no"
"325",325,"Female",18,"Freshman",8,95,5,"blond",20,"yes","no",1,10,2,"walk","yes","yes"
"326",326,"Female",19,"Sophomore",6,50,0,"brown",10,"yes","no",1,5,2,"walk","no","yes"
"327",327,"Male",18,"Freshman",7,85,2,"brown",7,"no","yes",1,10,3,"walk","no","no"
"328",328,"Female",18,"Freshman",8,52,1,"black",18,"no","yes",1,7,12,"walk","no","no"
"329",329,"Female",20,"Sophomore",6,80,0,"blond",20,"yes","no",2,8.5,8,"walk","yes","no"
"330",330,"Female",19,"Sophomore",6,80,2,"brown",30,"no","no",1,9,1,"bus","yes","no"
"331",331,"Female",18,"Freshman",7,98,3,"black",17,"no","yes",3,10,1,"walk","no","no"
"332",332,"Female",18,"Freshman",5,95,0,"blond",20,"yes","no",3,8,4,"walk","yes","no"
"333",333,"Female",18,"Freshman",7,60,1,"blond",13,"no","yes",1,8,4,"walk","no","no"
"334",334,"Male",19,"Sophomore",7,80,1,"black",25,"no","yes",1,7,5,"walk","no","yes"
"335",335,"Male",18,"Freshman",5,75,0,"black",16,"no","yes",1,7,5,"walk","no","no"
"336",336,"Female",20,"Sophomore",6,95,3,"blond",43,"yes","no",3,10,1,"bus","yes","no"
"337",337,"Female",19,"Sophomore",6,80,8,"brown",20,"yes","no",3,10,6,"walk","yes","no"
"338",338,"Female",19,"Sophomore",7,95,1,"brown",7,"no","no",3,10,8,"walk","no","no"
"339",339,"Female",18,"Freshman",6,75,0,"brown",35,"yes","no",2,10,10,"walk","yes","no"
"340",340,"Female",18,"Freshman",5,85,1,"brown",20,"no","yes",1,10,11,"walk","no","no"
"341",341,"Female",20,"Junior",5,95,1,"brown",10,"no","no",3,8,12,"walk","no","no"
"342",342,"Female",18,"Freshman",6,95,8,"blond",27,"no","yes",1,9,11,"walk","no","yes"
"343",343,"Female",19,"Freshman",9,50,4,"black",30,"no","no",0,10,10,"drive by myself","yes","no"
"344",344,"Female",36,"Junior",3,90,3,"brown",15,"no","no",3,5,11,"drive by myself","yes","no"
"345",345,"Female",19,"Sophomore",5,85,6,"black",9,"no","no",3,8,5,"bus","no","no"
"346",346,"Female",18,"Freshman",4,95,4,"brown",18,"no","yes",1,10,2,"walk","no","no"
"347",347,"Female",18,"Freshman",9,90,1,"blond",15,"no","no",3,1,11,"walk","yes","no"
"348",348,"Female",19,"Sophomore",7,80,0,"brown",18,"no","no",2,8,10,"walk","no","no"
"349",349,"Female",18,"Freshman",7,50,10,"brown",15,"no","yes",1,7,2,"bicycle","no","no"
"350",350,"Female",20,"Junior",6,80,1,"blond",20,"yes","no",2,8,2,"walk","yes","no"
"351",351,"Female",19,"Freshman",8,90,0,"brown",30,"no","yes",1,6,10,"drive by myself","yes","no"
"352",352,"Male",20,"Junior",6,98,0,"blond",6,"no","yes",1,9,2,"drive by myself","yes","no"
"353",353,"Female",18,"Freshman",5,60,1,"black",12,"no","yes",1,10,10,"walk","yes","yes"
"354",354,"Female",21,"Junior",7,95,3,"brown",52,"no","no",1,8,1,"drive by myself","yes","no"
"355",355,"Female",18,"Freshman",7,50,2,"brown",22,"no","yes",1,9,5,"walk","yes","no"
"356",356,"Female",17,"Freshman",6,50,3,"black",17,"no","yes",1,10,11,"walk","no","no"
"357",357,"Female",20,"Sophomore",7,85,1,"brown",25,"no","no",3,8,10,"bus","no","no"
"358",358,"Male",29,"Junior",6,70,0,"black",10,"no","no",0,7.5,1,"bicycle","no","yes"
"359",359,"Female",19,"Junior",5,60,5,"black",24,"yes","no",3,7,6,"bus","no","no"
"360",360,"Female",19,"Sophomore",6,85,0,"brown",20,"no","no",2,9,5,"bicycle","yes","yes"
"361",361,"Female",22,"Junior",8,90,7,"brown",37,"no","no",0,7,12,"bus","yes","no"
"362",362,"Female",18,"Freshman",5,80,3,"blond",25,"no","yes",1,10,4,"walk","no","no"
"363",363,"Female",19,"Sophomore",6,80,15,"blond",25,"yes","no",7,10,4,"walk","yes","no"
"364",364,"Female",19,"Sophomore",3,60,2,"brown",10,"no","no",3,7,11,"walk","no","no"
"365",365,"Female",21,"Sophomore",6,88,0,"black",7,"no","no",1,5,9,"walk","yes","no"
"366",366,"Female",18,"Freshman",4,55,10,"brown",10,"no","yes",1,10,2,"bicycle","no","yes"
"367",367,"Female",24,"Junior",5,40,1,"brown",5,"no","no",1,9,5,"drive by myself","yes","no"
"368",368,"Female",18,"Freshman",6,70,0,"brown",12,"no","yes",1,6,4,"walk","no","no"
"369",369,"Female",19,"Freshman",8,87,1,"brown",10,"no","yes",1,8,9,"walk","no","no"
"370",370,"Female",19,"Freshman",8,99,2,"red",20,"no","yes",1,9,9,"walk","no","no"
"371",371,"Female",18,"Freshman",7,95,0,"black",7,"no","yes",1,8,5,"walk","no","no"
"372",372,"Female",18,"Freshman",4,80,2,"brown",10,"no","yes",1,9,8,"walk","no","no"
"373",373,"Female",18,"Freshman",9,92,0,"brown",12,"no","yes",1,7,11,"walk","yes","no"
"374",374,"Female",19,"Sophomore",5,20,1,"black",14,"no","no",3,1,3,"walk","no","no"
"375",375,"Female",18,"Freshman",3,90,1,"brown",23,"no","yes",1,10,9,"walk","no","yes"
"376",376,"Female",19,"Freshman",6,80,0,"brown",10,"no","yes",1,8,7,"walk","no","no"
"377",377,"Male",19,"Sophomore",7,75,1,"brown",6,"no","no",1,8,4,"walk","no","no"
"378",378,"Female",18,"Freshman",4,20,0,"brown",10,"no","yes",1,8,3,"walk","no","no"
"379",379,"Female",19,"Sophomore",9,50,0,"brown",8,"yes","no",1,9,1,"drive by myself","yes","yes"
